,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
17,Andreas Christensen,DF,Denmark,26-252,1996,3.0,4.0,2,1.0,3.0,0.0,2.0,2.0,100.0,0.0,7.0,5.0,2.0,4,8.0,9.0,0.0,2.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1,1,0,0.0,0.0,0,20.0,6.0,4.0,60.0,251.0,249.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,94.4,4457.0,1407.0,89.0,93.0,95.7,116.0,119.0,97.5,26.0,32.0,81.3,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,280.0,25.0,106.0,173.0,4.0,2.0,280.0,0.0,0.0,,2.0,1.0,217.0,1.0,1,2,1,50.0,0.67,0.33,0.5,1.0,5.9,0.0,0,0,0.4,0.4,0.18,0.6,0.6,3,3,270,1,0.33,0.0,0.33,0.33,0.33,0.4,0.12,0.0,0.12,0.12,0.12
18,Andrija Živković,DF,Serbia,26-160,1996,2.3,5.0,3,2.0,2.0,1.0,2.0,3.0,66.7,1.0,5.0,0.0,5.0,3,8.0,3.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.86,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,4,0,8,0.0,0.0,0,11.0,2.0,2.0,50.0,96.0,78.0,17.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,71.0,1.0,2.0,74.0,1121.0,362.0,31.0,32.0,96.9,31.0,40.0,77.5,5.0,17.0,29.4,2,1.1,0.8,0.9,4.0,6.0,3.0,0.0,6.0,118.0,7.0,34.0,48.0,40.0,3.0,118.0,0.0,1.0,0.0,4.0,1.0,72.0,4.0,0,1,0,0.0,0.43,0.0,0.0,,24.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,3,210,0,0.0,0.86,0.86,0.0,0.86,1.2,0.03,0.48,0.5,0.03,0.5
19,Antonee Robinson,DF,United States,25-132,1997,4.0,5.0,4,5.0,0.0,0.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,7,12.0,8.0,0.0,8.0,2.01,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,21,0.0,0.0,0,40.0,5.0,3.0,62.5,241.0,205.0,36.0,4.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,173.0,0.0,7.0,71.8,2891.0,1043.0,88.0,102.0,86.3,69.0,96.0,71.9,13.0,26.0,50.0,0,0.3,0.2,-0.3,3.0,12.0,3.0,0.0,10.0,288.0,15.0,70.0,130.0,92.0,3.0,288.0,4.0,5.0,80.0,13.0,3.0,165.0,13.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,359,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.07,0.07,0.0,0.07
20,Antonio Rüdiger,DF,Germany,29-290,1993,3.0,2.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,0,2.0,5.0,1.0,4.0,1.33,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,1,0,0.0,0.0,0,20.0,6.0,1.0,85.7,252.0,242.0,9.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,229.0,1.0,1.0,90.9,4005.0,1341.0,84.0,89.0,94.4,132.0,138.0,95.7,10.0,19.0,52.6,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,273.0,22.0,110.0,150.0,14.0,4.0,273.0,0.0,1.0,0.0,1.0,0.0,215.0,0.0,0,6,1,16.7,2.0,0.33,0.0,0.0,17.4,0.0,0,0,0.8,0.8,0.13,-0.8,-0.8,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.8,0.25,0.0,0.25,0.25,0.25
21,António Silva,DF,Portugal,19-049,2003,1.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,1,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0,4.0,2.0,4.0,33.3,62.0,60.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,96.8,1152.0,310.0,26.0,26.0,100.0,22.0,23.0,95.7,10.0,11.0,90.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,67.0,5.0,32.0,35.0,0.0,0.0,67.0,0.0,0.0,,0.0,0.0,49.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Artur Jędrzejczyk,DF,Poland,35-044,1987,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75.0,88.0,44.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,3.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Axel Disasi,DF,France,24-282,1998,1.0,3.0,2,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,0.0,0.0,0,4.0,4.0,0.0,100.0,78.0,61.0,17.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,78.2,918.0,302.0,30.0,36.0,83.3,24.0,30.0,80.0,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,90.0,4.0,18.0,48.0,25.0,2.0,90.0,1.0,2.0,50.0,0.0,1.0,50.0,0.0,0,1,0,0.0,0.98,0.0,0.0,,9.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,3,1,92,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.0,0.07,0.07,0.07
24,Aymeric Laporte,DF,Spain,28-205,1994,3.3,2.0,0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,5.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,2,0,0,0.0,0.0,0,17.0,5.0,3.0,62.5,438.0,424.0,14.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,413.0,0.0,2.0,94.3,7612.0,2489.0,120.0,122.0,98.4,272.0,281.0,96.8,17.0,28.0,60.7,0,0.0,0.1,0.0,1.0,26.0,2.0,0.0,14.0,456.0,29.0,151.0,297.0,8.0,2.0,456.0,0.0,0.0,,2.0,0.0,391.0,1.0,0,1,0,0.0,0.3,0.0,0.0,,13.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,3,3,300,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
25,Aziz Behich,DF,Australia,32-002,1990,4.0,8.0,3,5.0,3.0,0.0,5.0,6.0,83.3,1.0,6.0,2.0,4.0,3,11.0,12.0,0.0,6.0,1.5,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,3,0,5,0.0,0.0,0,22.0,2.0,2.0,50.0,203.0,156.0,47.0,3.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,152.0,0.0,5.0,74.9,2271.0,527.0,81.0,91.0,89.0,58.0,70.0,82.9,6.0,27.0,22.2,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,249.0,16.0,89.0,111.0,53.0,6.0,249.0,8.0,14.0,57.1,5.0,5.0,139.0,4.0,0,2,0,0.0,0.5,0.0,0.0,,16.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,4,4,360,0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03
26,Baba Rahman,DF,Ghana,28-169,1994,2.0,5.0,3,1.0,2.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1,6.0,3.0,1.0,5.0,2.46,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1,0,11,0.0,0.0,0,6.0,2.0,4.0,33.3,100.0,75.0,24.0,1.0,0.0,0.0,20.0,3.0,0.0,3.0,0.0,66.0,1.0,3.0,66.0,1097.0,546.0,38.0,48.0,79.2,20.0,27.0,74.1,8.0,18.0,44.4,0,0.3,0.1,-0.3,3.0,7.0,2.0,1.0,12.0,121.0,4.0,24.0,60.0,37.0,2.0,121.0,1.0,5.0,20.0,6.0,0.0,68.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,2,183,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.15,0.0,0.15
27,Badr Banoun,DF,Morocco,29-079,1993,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,22.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,95.5,400.0,110.0,7.0,7.0,100.0,11.0,11.0,100.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,5.0,20.0,8.0,0.0,0.0,28.0,0.0,0.0,,0.0,1.0,19.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,0,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Bailey Wright,DF,Australia,30-143,1992,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,3.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.3,56.0,33.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,2.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bartosz Bereszyński,DF,Poland,30-159,1992,3.8,6.0,2,6.0,0.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2,8.0,17.0,0.0,1.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,3,0,4,0.0,0.0,0,15.0,4.0,2.0,66.7,156.0,112.0,44.0,5.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,122.0,0.0,6.0,78.2,1828.0,659.0,64.0,73.0,87.7,44.0,53.0,83.0,8.0,17.0,47.1,0,0.0,0.1,0.0,0.0,2.0,3.0,0.0,5.0,197.0,18.0,74.0,88.0,37.0,3.0,197.0,1.0,7.0,14.3,4.0,3.0,86.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Bassam Al-Rawi,DF,Qatar,25-002,1997,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,57.0,53.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,82.5,1084.0,320.0,11.0,11.0,100.0,28.0,32.0,87.5,8.0,13.0,61.5,0,0.0,0.2,0.0,1.0,6.0,0.0,0.0,6.0,68.0,7.0,34.0,34.0,0.0,0.0,68.0,1.0,1.0,100.0,0.0,1.0,47.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
31,Ben Davies,DF,Wales,29-238,1993,2.6,4.0,2,0.0,2.0,2.0,2.0,2.0,100.0,0.0,4.0,2.0,2.0,1,5.0,8.0,1.0,4.0,1.51,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3,0,0,0.0,0.0,0,20.0,7.0,4.0,63.6,161.0,135.0,25.0,8.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,122.0,1.0,7.0,75.8,2585.0,1096.0,42.0,50.0,84.0,56.0,67.0,83.6,22.0,34.0,64.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,184.0,14.0,75.0,95.0,14.0,3.0,184.0,2.0,3.0,66.7,1.0,0.0,101.0,1.0,0,3,2,66.7,1.13,0.76,0.0,0.0,12.1,0.0,0,0,0.3,0.3,0.12,-0.3,-0.3,3,3,238,0,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.0,0.13,0.13,0.13
32,Benjamin Pavard,DF,France,26-265,1996,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,1,1.0,0.0,0.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0,5.0,0.0,0.0,,90.0,84.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,91.1,1249.0,249.0,47.0,48.0,97.9,32.0,35.0,91.4,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,94.0,0.0,20.0,63.0,12.0,0.0,94.0,0.0,0.0,,0.0,0.0,72.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Borna Barišić,DF,Croatia,30-038,1992,1.3,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,2,0,11,0.0,0.0,0,3.0,6.0,2.0,75.0,69.0,56.0,13.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,72.5,818.0,290.0,23.0,26.0,88.5,19.0,27.0,70.4,5.0,11.0,45.5,0,0.1,0.2,-0.1,1.0,2.0,4.0,3.0,3.0,81.0,5.0,22.0,41.0,19.0,2.0,81.0,0.0,0.0,,1.0,0.0,44.0,1.0,0,1,0,0.0,0.75,0.0,0.0,,24.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,1,1,120,0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.14,0.02,0.14
34,Borna Sosa,DF,Croatia,24-331,1998,4.7,14.0,6,9.0,3.0,2.0,10.0,12.0,83.3,2.0,4.0,0.0,4.0,2,16.0,18.0,0.0,3.0,0.64,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,2,0,21,0.0,0.0,0,14.0,4.0,4.0,50.0,278.0,237.0,40.0,2.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,220.0,1.0,5.0,79.1,3068.0,1123.0,143.0,154.0,92.9,61.0,83.0,73.5,10.0,23.0,43.5,0,0.4,0.5,-0.4,2.0,11.0,3.0,2.0,9.0,333.0,18.0,106.0,138.0,90.0,3.0,333.0,2.0,4.0,50.0,6.0,3.0,216.0,8.0,0,2,0,0.0,0.42,0.0,0.0,,28.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,5,5,424,0,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.08,0.09,0.01,0.09
35,Boualem Khoukhi,DF,Qatar,32-162,1990,3.0,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,4.0,3,5.0,18.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,0,0,0.0,0.0,0,16.0,6.0,7.0,46.2,197.0,184.0,12.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,169.0,1.0,1.0,85.8,3293.0,1402.0,59.0,66.0,89.4,82.0,91.0,90.1,25.0,35.0,71.4,0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,4.0,232.0,52.0,151.0,77.0,5.0,4.0,232.0,0.0,3.0,0.0,2.0,1.0,155.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bryan Oviedo,DF,Costa Rica,32-303,1990,2.9,6.0,5,3.0,2.0,1.0,4.0,6.0,66.7,2.0,3.0,1.0,2.0,3,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,4,1,2,0.0,0.0,0,14.0,2.0,0.0,100.0,89.0,77.0,10.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,67.0,2.0,5.0,75.3,1012.0,339.0,37.0,45.0,82.2,28.0,32.0,87.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,112.0,12.0,49.0,42.0,24.0,1.0,112.0,0.0,2.0,0.0,1.0,0.0,60.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,3,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Cameron Carter-Vickers,DF,United States,24-352,1997,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,4.0,4.0,4.0,50.0,58.0,54.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,86.2,1029.0,356.0,14.0,16.0,87.5,29.0,34.0,85.3,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,64.0,9.0,33.0,30.0,1.0,0.0,64.0,0.0,0.0,,0.0,0.0,42.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Carlos Martínez,DF,Costa Rica,23-263,1999,0.5,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,15.0,9.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,66.7,196.0,109.0,5.0,7.0,71.4,3.0,6.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,9.0,9.0,2.0,0.0,20.0,0.0,0.0,,1.0,1.0,8.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Chris Mepham,DF,Wales,25-043,1997,3.0,8.0,6,3.0,5.0,0.0,5.0,6.0,83.3,1.0,3.0,2.0,1.0,1,9.0,16.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,7,1,1,0,0.0,0.0,0,8.0,7.0,2.0,77.8,172.0,167.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,82.0,2686.0,890.0,44.0,47.0,93.6,85.0,98.0,86.7,10.0,22.0,45.5,0,0.2,0.2,-0.2,2.0,7.0,2.0,0.0,9.0,199.0,22.0,91.0,99.0,9.0,2.0,199.0,0.0,0.0,,0.0,0.0,130.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07,0.07,0.0,0.07
40,Christopher Wooh,DF,Cameroon,21-091,2001,1.0,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,1,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,31.0,27.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,80.6,522.0,119.0,6.0,7.0,85.7,16.0,16.0,100.0,3.0,8.0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,8.0,25.0,18.0,2.0,1.0,45.0,0.0,0.0,,1.0,2.0,28.0,0.0,0,1,0,0.0,1.0,0.0,0.0,,15.1,0.0,0,0,0.0,0.0,0.04,0.0,0.0,1,1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
41,Collins Fai,DF,Cameroon,30-127,1992,3.0,5.0,2,2.0,2.0,1.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,4,9.0,7.0,0.0,4.0,1.33,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4,4,0,13,0.0,0.0,0,21.0,1.0,1.0,50.0,146.0,118.0,28.0,4.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,99.0,0.0,4.0,67.8,1688.0,811.0,53.0,62.0,85.5,34.0,48.0,70.8,9.0,29.0,31.0,0,0.0,0.2,0.0,2.0,14.0,1.0,1.0,6.0,169.0,8.0,50.0,84.0,38.0,0.0,169.0,0.0,2.0,0.0,1.0,0.0,86.0,2.0,0,1,0,0.0,0.33,0.0,0.0,,27.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
42,Connor Roberts,DF,Wales,27-086,1995,2.2,3.0,3,2.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,2.0,0.0,1,4.0,7.0,0.0,6.0,2.69,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,7,0.0,0.0,0,8.0,1.0,1.0,50.0,118.0,99.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,92.0,0.0,3.0,78.0,1928.0,686.0,25.0,31.0,80.6,52.0,62.0,83.9,15.0,21.0,71.4,0,0.4,0.2,-0.4,1.0,3.0,2.0,1.0,7.0,138.0,8.0,39.0,61.0,38.0,0.0,138.0,0.0,0.0,,0.0,0.0,81.0,7.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,2,200,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.16,0.16,0.0,0.16
